,rotation,sky_u,sky_g,sky_r,sky_i,sky_z,skyErr_u,skyErr_g,skyErr_r,skyErr_i,skyErr_z
12828,ccw,1.61e-09,1.88e-09,4.36e-09,7.0099999999999996e-09,1.98e-08,2.51e-11,4.639999999999999e-13,7.140000000000002e-13,1.16e-12,3.86e-12
12829,ccw,1.6899999999999997e-09,2.0600000000000003e-09,4.46e-09,7.190000000000001e-09,2.06e-08,2.41e-12,1.6699999999999998e-11,1.72e-11,3.2e-11,4.8700000000000004e-11
12830,ccw,1.7300000000000002e-09,2.1100000000000004e-09,4.5e-09,7.1e-09,2.04e-08,1.38e-10,2.81e-10,1.8599999999999998e-10,1.99e-10,3.19e-10
12831,ccw,1.7000000000000001e-09,2.0999999999999998e-09,4.589999999999999e-09,7.1400000000000006e-09,2.04e-08,4.13e-11,1.16e-09,1.95e-09,1.6899999999999997e-09,2.9000000000000003e-10
12832,ccw,1.71e-09,2.04e-09,4.44e-09,7.28e-09,2.11e-08,1.13e-10,1.5900000000000002e-10,1.6099999999999999e-10,1.88e-10,2.84e-10
12833,ccw,1.8600000000000002e-09,2.17e-09,5.1900000000000005e-09,8.759999999999999e-09,2.62e-08,1.12e-12,2.55e-12,5.89e-12,9.400000000000001e-12,4.42e-12
12834,ccw,1.8100000000000002e-09,2.14e-09,5.13e-09,8.740000000000001e-09,2.65e-08,1.07e-12,6.05e-13,7.979999999999998e-13,1.18e-12,4.42e-12
12835,ccw,1.6800000000000002e-09,2.09e-09,5.08e-09,9.359999999999999e-09,2.7900000000000002e-08,2.31e-11,4.03e-11,6.29e-11,7.48e-11,1.1599999999999999e-10
12836,ccw,1.66e-09,2.0100000000000003e-09,4.970000000000001e-09,9.140000000000001e-09,2.7799999999999997e-08,4.08e-11,4.9500000000000004e-11,3.08e-11,6.940000000000001e-11,8.409999999999999e-11
12837,ccw,1.87e-09,2.23e-09,5.17e-09,8.31e-09,2.52e-08,1.46e-12,4.98e-13,7.780000000000001e-13,1.24e-12,4.56e-12
12838,ccw,1.9100000000000002e-09,2.23e-09,5.31e-09,8.58e-09,2.6800000000000002e-08,7.83e-11,7.509999999999999e-11,1.46e-10,2.21e-10,3.51e-10
12839,ccw,1.7600000000000001e-09,2.1100000000000004e-09,5.1e-09,8.78e-09,2.77e-08,1.39e-12,4.859999999999999e-13,7.57e-13,1.2500000000000001e-12,4.56e-12
12840,ccw,1.79e-09,2.1600000000000004e-09,5.35e-09,8.79e-09,2.71e-08,4.8799999999999996e-11,7.19e-11,7.849999999999999e-11,8.04e-11,4.980000000000001e-12
12841,ccw,1.79e-09,2.1600000000000004e-09,5.3600000000000005e-09,8.79e-09,2.7200000000000002e-08,2.0699999999999997e-11,3.31e-11,9.08e-11,9.11e-11,1.26e-10
12842,ccw,1.8100000000000002e-09,2.1100000000000004e-09,5.31e-09,8.86e-09,2.75e-08,2.46e-12,4e-12,8.09e-12,3.94e-12,7.38e-12
12843,ccw,1.7600000000000001e-09,2.15e-09,5.320000000000001e-09,8.89e-09,2.73e-08,5.160000000000001e-11,1.13e-10,8.13e-11,6.11e-11,2.88e-10
12844,ccw,1.7300000000000002e-09,2.0999999999999998e-09,5.2200000000000006e-09,8.92e-09,2.77e-08,1.2500000000000001e-12,5.099999999999999e-13,1.09e-12,1.2500000000000001e-12,4.980000000000001e-12
12845,ccw,1.7399999999999998e-09,2.0999999999999998e-09,5.2200000000000006e-09,8.85e-09,2.76e-08,4.45e-11,2.79e-11,1.0300000000000001e-11,2.49e-11,6.310000000000001e-11
12846,ccw,1.85e-09,2.17e-09,5.1900000000000005e-09,8.399999999999999e-09,2.61e-08,5.7999999999999994e-11,4.1799999999999994e-11,5.47e-11,7.459999999999999e-11,1.48e-10
12847,ccw,1.7800000000000003e-09,2.17e-09,5.13e-09,8.78e-09,2.6800000000000002e-08,4.3299999999999995e-11,5.289999999999999e-11,8.22e-11,1.03e-10,1.4699999999999998e-10
12848,ccw,1.6699999999999998e-09,2.0800000000000003e-09,5e-09,9.26e-09,2.93e-08,5.04e-11,6.940000000000001e-11,7.01e-11,9.04e-11,1.71e-10
12849,ccw,1.6399999999999997e-09,2.0300000000000002e-09,5.05e-09,9.63e-09,3.03e-08,1.3999999999999999e-12,4.94e-13,8.26e-13,1.34e-12,6.0999999999999995e-12
12850,ccw,1.9100000000000002e-09,2.1899999999999997e-09,5.0900000000000004e-09,8.14e-09,2.3500000000000002e-08,1.74e-11,1.7699999999999998e-11,3.12e-11,7.28e-11,4.41e-11
12851,ccw,2.2399999999999997e-09,4.120000000000001e-09,8.87e-09,1.54e-08,3.2e-08,7.45e-10,5.34e-10,2e-09,4.770000000000001e-09,4.320000000000001e-09
12852,ccw,1.71e-09,2.02e-09,4.99e-09,9.45e-09,2.8300000000000002e-08,1.17e-12,4.970000000000001e-13,7.52e-13,1.28e-12,4.450000000000001e-12
12853,ccw,1.6399999999999997e-09,1.9699999999999996e-09,4.9e-09,9.28e-09,2.73e-08,3.24e-11,3.2e-11,5.79e-11,8.48e-11,5.41e-11
12854,ccw,1.89e-09,2.18e-09,5.14e-09,8.31e-09,2.5299999999999998e-08,1.43e-11,2.25e-11,3.02e-11,3.18e-11,4.79e-11
12855,ccw,1.8600000000000002e-09,2.1899999999999997e-09,5.1200000000000005e-09,8.61e-09,2.5299999999999998e-08,3.13e-11,1.37e-10,2.24e-10,2.82e-10,1.2200000000000002e-10
12856,ccw,1.59e-09,1.9600000000000003e-09,4.83e-09,8.940000000000001e-09,2.65e-08,1.31e-12,1.8800000000000002e-11,2.0799999999999998e-10,2.73e-10,3.33e-11
12857,ccw,1.3e-09,1.7000000000000001e-09,4.09e-09,5.8e-09,1.59e-08,4.9100000000000004e-11,4.1399999999999994e-11,4.9100000000000004e-11,3.6899999999999997e-11,1.34e-10
12858,ccw,1.3400000000000001e-09,1.61e-09,3.68e-09,6.990000000000001e-09,2.09e-08,1.05e-12,5.4e-13,6.720000000000001e-13,1.26e-12,4e-12
12859,ccw,1.36e-09,1.65e-09,3.85e-09,7.3199999999999995e-09,2.2200000000000004e-08,9.58e-13,1.8e-11,1.26e-10,2.97e-10,4.5999999999999996e-11
12860,ccw,1.3900000000000002e-09,1.66e-09,3.87e-09,7.340000000000001e-09,2.27e-08,1.5300000000000001e-12,1.4499999999999998e-11,2.01e-11,2.9399999999999997e-11,4.220000000000001e-11
12861,ccw,1.4000000000000001e-09,1.6399999999999997e-09,3.9200000000000005e-09,7.440000000000001e-09,2.3100000000000002e-08,5.27e-11,7.15e-11,1.11e-10,2.2e-10,3.49e-10
12862,ccw,1.2800000000000001e-09,1.58e-09,3.6700000000000004e-09,6.949999999999999e-09,2.09e-08,9.03e-13,4.14e-12,6.750000000000001e-13,5.94e-12,4e-12
12863,ccw,1.27e-09,1.6699999999999998e-09,4.0299999999999995e-09,5.83e-09,1.6399999999999998e-08,1.05e-11,1.7e-11,2.5399999999999998e-11,5.26e-11,1.2900000000000002e-11
12864,ccw,1.2800000000000001e-09,1.7300000000000002e-09,4.120000000000001e-09,5.989999999999999e-09,1.65e-08,3.13e-11,3.4299999999999995e-10,6.479999999999999e-10,9.37e-10,9.27e-10
12865,ccw,1.26e-09,1.65e-09,3.97e-09,5.7700000000000005e-09,1.63e-08,2.65e-11,5.019999999999999e-12,4.34e-11,2.06e-10,4.6399999999999995e-10
12866,ccw,1.31e-09,1.65e-09,3.939999999999999e-09,5.760000000000001e-09,1.72e-08,1.08e-12,4.35e-13,6.82e-13,9.43e-13,3.71e-12
12867,ccw,1.3800000000000002e-09,1.8e-09,4.19e-09,6.11e-09,1.78e-08,1.9199999999999998e-10,3.1e-10,4.33e-10,4.669999999999999e-10,8.069999999999999e-10
12868,ccw,1.31e-09,1.6399999999999997e-09,3.99e-09,5.989999999999999e-09,1.76e-08,2.57e-11,3.2e-11,2.5300000000000002e-11,5.1999999999999995e-11,1.09e-10
12869,ccw,1.32e-09,1.6699999999999998e-09,3.9200000000000005e-09,6.0499999999999996e-09,1.79e-08,1.09e-12,4.35e-13,6.82e-13,9.86e-13,3.91e-12
12870,ccw,1.3400000000000001e-09,1.59e-09,3.7200000000000004e-09,7.16e-09,2.2200000000000004e-08,3.07e-11,4.3600000000000003e-11,8.81e-11,1.03e-10,5.86e-11
12871,ccw,1.3699999999999998e-09,1.6399999999999997e-09,3.87e-09,7.45e-09,2.36e-08,1.09e-12,4.36e-13,6.829999999999999e-13,1.07e-12,4.309999999999999e-12
12872,ccw,1.3300000000000002e-09,1.6399999999999997e-09,3.8200000000000005e-09,7.47e-09,2.3399999999999998e-08,2.62e-11,8.26e-11,1.53e-10,1.21e-10,8.440000000000001e-11
12873,ccw,1.35e-09,1.7300000000000002e-09,3.97e-09,7.8e-09,2.44e-08,7.23e-10,2.47e-09,5.420000000000001e-09,3.32e-09,7.18e-09
12874,ccw,1.27e-09,1.7000000000000001e-09,4.1600000000000005e-09,5.679999999999999e-09,1.6399999999999998e-08,1.05e-12,4.320000000000001e-13,6.96e-13,1.07e-12,3.81e-12
12875,ccw,1.25e-09,1.71e-09,4.08e-09,5.789999999999999e-09,1.6e-08,1.7800000000000003e-11,1.7699999999999998e-11,1.5e-11,9.64e-12,3.7300000000000005e-12
12876,ccw,1.27e-09,1.7000000000000001e-09,4.0600000000000005e-09,5.73e-09,1.67e-08,1.16e-12,8.59e-12,1.0400000000000001e-11,3.46e-11,4.21e-12
12877,ccw,1.2800000000000001e-09,1.71e-09,4.120000000000001e-09,5.93e-09,1.74e-08,6.179999999999999e-12,4.11e-11,3.7600000000000005e-11,6.73e-11,7.59e-11
12878,ccw,1.29e-09,1.6699999999999998e-09,4.1600000000000005e-09,6.0499999999999996e-09,1.8e-08,1.05e-12,4.320000000000001e-13,7.09e-13,9.65e-13,3.85e-12
12879,ccw,1.3699999999999998e-09,1.7199999999999999e-09,4.08e-09,7.780000000000001e-09,2.4e-08,7.19e-11,2.7699999999999997e-10,3.54e-10,3.71e-10,4.79e-10
12880,ccw,1.32e-09,1.7199999999999999e-09,4.0600000000000005e-09,7.5e-09,2.36e-08,1.29e-10,9.239999999999999e-10,2.9e-09,2.18e-10,1.95e-10
12881,ccw,1.32e-09,1.6699999999999998e-09,3.97e-09,7.509999999999999e-09,2.3799999999999998e-08,7.059999999999999e-12,5.75e-11,7.67e-11,7.559999999999999e-11,1.2399999999999999e-10
12882,ccw,1.29e-09,1.6399999999999997e-09,3.9299999999999995e-09,7.5e-09,2.45e-08,1.17e-12,2.21e-12,3.8e-12,2.81e-12,5.0000000000000005e-12
12883,ccw,1.29e-09,1.6800000000000002e-09,3.939999999999999e-09,7.23e-09,2.2400000000000002e-08,1.0500000000000001e-10,1.8599999999999998e-10,2.46e-10,2.58e-10,3.9699999999999997e-10
12884,ccw,1.27e-09,1.62e-09,3.8e-09,7.1e-09,2.19e-08,1.1e-12,4.31e-13,7.059999999999999e-13,1.18e-12,4.51e-12
12885,ccw,1.3900000000000002e-09,1.7699999999999999e-09,3.95e-09,6.879999999999999e-09,2.1e-08,6.809999999999999e-11,1.03e-10,1.48e-10,3.06e-10,4.42e-10
12886,ccw,1.3800000000000002e-09,1.7399999999999998e-09,3.9e-09,6.820000000000001e-09,2.09e-08,6.73e-11,8.879999999999999e-11,1.0200000000000001e-10,1.38e-10,1.8e-10
12887,ccw,1.2800000000000001e-09,1.71e-09,4.0600000000000005e-09,5.41e-09,1.54e-08,4.75e-11,6.21e-11,8.140000000000001e-11,1.2e-10,1.31e-10
12888,ccw,1.31e-09,1.7600000000000001e-09,4.14e-09,5.8799999999999995e-09,1.63e-08,1.09e-10,1.95e-10,1.95e-10,3.23e-10,3.9100000000000005e-10
12889,ccw,1.29e-09,1.7399999999999998e-09,4.04e-09,5.679999999999999e-09,1.63e-08,9.54e-11,1.6199999999999998e-10,2.01e-10,8.049999999999999e-11,3.6e-10
12890,ccw,1.27e-09,1.66e-09,3.99e-09,5.8099999999999996e-09,1.7e-08,1.17e-12,4.18e-13,7.020000000000001e-13,9.779999999999999e-13,5.3e-12
12891,ccw,1.31e-09,1.6899999999999997e-09,4.09e-09,6.0199999999999995e-09,1.77e-08,8.640000000000001e-11,1.37e-10,1.32e-10,1.67e-10,2.3199999999999997e-10
12892,ccw,1.49e-09,2.17e-09,4.85e-09,6.9799999999999995e-09,1.91e-08,2.87e-11,1.66e-10,1.9099999999999999e-10,1.65e-10,4.49e-10
12893,ccw,1.3400000000000001e-09,1.62e-09,3.86e-09,7.3e-09,2.23e-08,7.01e-12,8.16e-11,1.64e-10,2.22e-10,3.35e-11
12894,ccw,1.36e-09,1.6699999999999998e-09,3.8200000000000005e-09,7.18e-09,2.19e-08,1.7799999999999999e-12,1.1599999999999999e-10,4.6399999999999995e-10,9.3e-10,1.17e-10
12895,ccw,1.31e-09,1.6300000000000002e-09,3.76e-09,7.35e-09,2.32e-08,1.38e-12,4.4200000000000004e-13,6.97e-13,1.06e-12,5.820000000000001e-12
12896,ccw,1.32e-09,1.71e-09,4.0299999999999995e-09,5.23e-09,1.35e-08,3e-11,5.74e-11,5.24e-11,8.080000000000001e-11,9.8e-11
12897,ccw,1.32e-09,1.65e-09,4e-09,5.97e-09,1.58e-08,4.3100000000000005e-11,3.71e-11,3.14e-11,5.15e-11,6.26e-11
12898,ccw,1.3300000000000002e-09,1.6399999999999997e-09,4.01e-09,5.86e-09,1.6100000000000002e-08,1.12e-12,4.7e-13,7.380000000000001e-13,1.2e-12,3.75e-12
12899,ccw,1.3400000000000001e-09,1.65e-09,4.01e-09,5.9e-09,1.62e-08,1.2e-12,2.1899999999999997e-11,3.08e-11,3.22e-11,1.41e-11
12900,ccw,1.32e-09,1.6399999999999997e-09,3.99e-09,5.86e-09,1.6100000000000002e-08,1.0199999999999999e-12,7.38e-12,5.56e-12,2.95e-11,3.34e-12
12901,ccw,1.3800000000000002e-09,1.7199999999999999e-09,4.01e-09,6.13e-09,1.7e-08,6.78e-11,8.870000000000001e-11,1.11e-10,1.34e-10,1.65e-10
12902,ccw,1.31e-09,1.61e-09,3.7e-09,7.36e-09,2.18e-08,1.01e-12,4.08e-13,6.59e-13,1.16e-12,3.8900000000000006e-12
12903,ccw,1.2800000000000001e-09,1.58e-09,3.65e-09,7.0400000000000005e-09,2.0099999999999998e-08,1e-12,3.33e-11,3.03e-11,5.8200000000000003e-11,4.5e-12
12904,ccw,1.3400000000000001e-09,1.7199999999999999e-09,4.09e-09,5.74e-09,1.56e-08,3.98e-11,2.7399999999999997e-11,1.7699999999999998e-11,3.9500000000000006e-11,4.98e-11
12905,ccw,1.35e-09,1.75e-09,4.11e-09,5.9499999999999995e-09,1.58e-08,3.56e-10,1.0800000000000002e-09,1.88e-09,2.37e-09,6.91e-11
12906,ccw,1.36e-09,1.6800000000000002e-09,4.05e-09,5.97e-09,1.65e-08,5.73e-11,1.72e-11,4.3299999999999995e-11,7.92e-11,3e-10
12907,ccw,1.45e-09,1.66e-09,3.9e-09,6.77e-09,2.0099999999999998e-08,1.88e-10,1.65e-10,2.1499999999999998e-10,1.0500000000000001e-10,9.27e-11
12908,ccw,1.62e-09,1.93e-09,4.21e-09,7.75e-09,2.25e-08,1.5900000000000002e-10,1.23e-10,1.95e-10,2.2700000000000002e-10,3.6999999999999996e-10
12909,ccw,1.7699999999999999e-09,2.14e-09,4.49e-09,6.3900000000000005e-09,1.7e-08,9.119999999999999e-11,5.93e-13,2.8e-11,5.84e-11,7.890000000000001e-11
12910,ccw,1.7300000000000002e-09,2.0300000000000002e-09,4.3e-09,6.34e-09,1.82e-08,1.8700000000000003e-12,2.82e-11,3.68e-11,4.98e-11,6.43e-11
12911,ccw,1.79e-09,2.04e-09,4.220000000000001e-09,6.37e-09,1.86e-08,2.75e-11,5.8200000000000003e-11,5.289999999999999e-11,7.079999999999999e-11,7.94e-11
12912,ccw,1.6399999999999997e-09,1.8299999999999999e-09,3.91e-09,6.27e-09,1.8700000000000002e-08,2.52e-11,1.93e-11,2.52e-11,2.3899999999999996e-11,3.92e-11
12913,ccw,1.4800000000000003e-09,1.66e-09,3.8e-09,6.84e-09,2.17e-08,1.49e-11,2.65e-11,3.66e-11,6.18e-11,6.87e-11
12914,ccw,1.4400000000000002e-09,1.62e-09,3.71e-09,6.949999999999999e-09,2.19e-08,4.3299999999999995e-11,5.24e-11,4.3799999999999994e-11,7.33e-11,9.390000000000001e-11
12915,ccw,1.4300000000000002e-09,1.6e-09,3.76e-09,7.48e-09,2.32e-08,5.26e-11,8.049999999999999e-11,9.83e-11,1.33e-10,1.79e-10
12916,ccw,1.66e-09,2.2899999999999997e-09,4.8100000000000006e-09,7.2499999999999996e-09,2.0099999999999998e-08,5.36e-11,3.9e-10,6.360000000000001e-10,8.200000000000001e-10,8.110000000000001e-10
12917,ccw,1.7000000000000001e-09,2.1899999999999997e-09,4.5700000000000006e-09,6.609999999999999e-09,1.86e-08,4.54e-11,9.24e-11,9.75e-11,9.03e-11,1.72e-10
12918,ccw,1.7399999999999998e-09,2.18e-09,4.55e-09,6.4900000000000005e-09,1.8300000000000002e-08,1.28e-12,1.96e-12,2.95e-12,5.0000000000000005e-12,3.79e-12
12919,ccw,1.7600000000000001e-09,2.0499999999999997e-09,4.33e-09,6.55e-09,1.92e-08,1.3500000000000001e-12,9.310000000000001e-12,2.64e-11,5.19e-11,1.06e-11
12920,ccw,1.79e-09,2.07e-09,4.320000000000001e-09,6.53e-09,1.8999999999999998e-08,1.8e-11,8.07e-12,1.85e-11,1.2999999999999999e-11,4.89e-11
12921,ccw,1.79e-09,2.07e-09,4.3e-09,6.48e-09,1.89e-08,1.3500000000000001e-12,2.2e-11,2.45e-11,1.7800000000000003e-11,3.99e-12
12922,ccw,1.6399999999999997e-09,1.82e-09,3.9299999999999995e-09,6.55e-09,2.0299999999999996e-08,1.18e-12,4.68e-13,6.809999999999999e-13,9.83e-13,3.99e-12
12923,ccw,1.51e-09,1.7000000000000001e-09,3.91e-09,6.879999999999999e-09,2.2999999999999998e-08,1.49e-12,4.810000000000001e-13,7.559999999999999e-13,1.29e-12,4.4900000000000005e-12
12924,ccw,1.4199999999999999e-09,1.65e-09,3.84e-09,7.47e-09,2.4e-08,3.86e-11,9.709999999999999e-11,2.3099999999999998e-10,2.59e-10,1.21e-10
12925,ccw,1.11e-09,1.4099999999999999e-09,3.4100000000000004e-09,7.440000000000001e-09,2.48e-08,1.6e-11,4.94e-11,1.71e-10,4.59e-10,9.11e-10
12926,ccw,1.13e-09,1.45e-09,3.4299999999999995e-09,7.26e-09,2.4300000000000003e-08,3e-11,8.11e-11,8.590000000000001e-11,8.89e-11,1.15e-10
12927,ccw,1.0800000000000002e-09,1.45e-09,3.55e-09,7.67e-09,2.52e-08,1.06e-12,4.1600000000000004e-11,4.51e-11,9.549999999999999e-11,2.0899999999999998e-10
12928,ccw,1.09e-09,1.4800000000000003e-09,3.59e-09,7.809999999999998e-09,2.6e-08,3.3799999999999996e-11,1.27e-10,1.34e-10,2.1499999999999998e-10,4.05e-10
12929,ccw,1.6899999999999997e-09,2.17e-09,4.72e-09,6.5e-09,1.81e-08,2.7600000000000004e-11,3.9100000000000006e-11,7.43e-11,1.11e-10,8.179999999999999e-11
12930,ccw,1.7800000000000003e-09,2.1600000000000004e-09,4.7499999999999995e-09,6.36e-09,1.8300000000000002e-08,6.14e-11,1.34e-12,9.979999999999999e-12,2.4900000000000005e-12,1.1400000000000001e-10
12931,ccw,1.7699999999999999e-09,2.14e-09,4.6799999999999996e-09,6.3e-09,1.75e-08,3.0800000000000002e-12,4.85e-13,2.2999999999999998e-11,5.92e-11,1.33e-10
12932,ccw,1.7600000000000001e-09,2.0600000000000003e-09,4.46e-09,6.42e-09,1.85e-08,1.73e-11,3.3799999999999996e-11,6.409999999999999e-11,7.97e-11,1.42e-10
12933,ccw,1.79e-09,2.0300000000000002e-09,4.46e-09,6.33e-09,1.86e-08,1.19e-12,4.760000000000001e-13,7.3e-13,9.86e-13,3.97e-12
12934,ccw,1.79e-09,2.0100000000000003e-09,4.4799999999999994e-09,6.4e-09,1.8999999999999998e-08,3.3200000000000006e-11,5.83e-11,6.87e-11,7.81e-11,8.459999999999998e-11
12935,ccw,1.9100000000000002e-09,2.1600000000000004e-09,4.72e-09,6.67e-09,1.93e-08,4.06e-10,5.84e-10,7.729999999999999e-10,6.96e-10,7.3e-10
12936,ccw,1.84e-09,2.13e-09,4.5799999999999995e-09,6.57e-09,1.94e-08,1.93e-10,3.2000000000000003e-10,3.03e-10,2.51e-10,7.34e-10
12937,ccw,1.75e-09,1.92e-09,4.31e-09,6.6e-09,2.04e-08,1.2e-12,1.4199999999999998e-11,1.1099999999999999e-11,1.62e-11,7.870000000000001e-12
12938,ccw,1.7399999999999998e-09,1.9100000000000002e-09,4.3e-09,6.690000000000001e-09,2e-08,7.259999999999999e-11,1.1400000000000001e-10,1.3899999999999999e-10,1.52e-10,1.71e-10
12939,ccw,1.6399999999999997e-09,1.82e-09,4.120000000000001e-09,6.4900000000000005e-09,1.98e-08,2.98e-11,6.25e-11,8.4e-11,5.2299999999999996e-11,1.0200000000000001e-10
12940,ccw,1.6e-09,1.7699999999999999e-09,4.0600000000000005e-09,6.509999999999999e-09,2.0099999999999998e-08,1.18e-12,4.68e-12,5.51e-12,9.7e-13,4.1900000000000005e-12
12941,ccw,1.58e-09,2.02e-09,4.0999999999999995e-09,6.64e-09,2.1e-08,3.6200000000000003e-12,4.4799999999999994e-09,8.25e-10,5.94e-10,1.28e-11
12942,ccw,1.51e-09,1.6699999999999998e-09,3.99e-09,6.720000000000001e-09,2.19e-08,4.53e-12,3.14e-11,2.96e-11,3.08e-11,1.99e-11
12943,ccw,1.79e-09,2.43e-09,4.99e-09,8.09e-09,2.3900000000000002e-08,1.71e-10,3.37e-10,1.7399999999999998e-09,2.35e-10,3.57e-10
12944,ccw,1.3300000000000002e-09,1.52e-09,3.829999999999999e-09,8.040000000000001e-09,2.7900000000000002e-08,8.43e-12,5.4600000000000004e-11,6.52e-11,9.14e-11,1.74e-10
12945,ccw,1.16e-09,1.3800000000000002e-09,3.6200000000000003e-09,8.07e-09,2.69e-08,4.24e-11,6.61e-11,3.25e-11,4.51e-11,1.42e-10
12946,ccw,1.21e-09,1.4699999999999999e-09,3.78e-09,8.29e-09,2.7200000000000002e-08,1.67e-10,2.47e-10,4.2000000000000005e-10,5.47e-10,5.559999999999999e-10
12947,ccw,1.15e-09,1.4099999999999999e-09,3.63e-09,8.050000000000001e-09,2.62e-08,1.7e-11,5.529999999999999e-11,4.19e-11,4.9700000000000007e-11,1.64e-10
12948,ccw,1.1199999999999999e-09,1.3900000000000002e-09,3.5100000000000005e-09,7.609999999999998e-09,2.56e-08,1e-12,5.110000000000001e-12,1.62e-11,7.07e-12,4.64e-12
12949,ccw,1.13e-09,1.3900000000000002e-09,3.5200000000000003e-09,7.65e-09,2.46e-08,1.06e-12,3.9799999999999997e-13,6.750000000000001e-13,1.3000000000000001e-12,4.52e-12
12950,ccw,1.24e-09,1.55e-09,3.65e-09,7.56e-09,2.4199999999999998e-08,2.74e-10,3.32e-10,3.78e-10,3.78e-10,4.63e-10
12951,ccw,1.1e-09,1.4099999999999999e-09,3.4399999999999997e-09,7.240000000000001e-09,2.32e-08,3.75e-11,7.02e-11,4.64e-11,8.82e-11,1.54e-10
12952,ccw,1.09e-09,1.4000000000000001e-09,3.4899999999999997e-09,7.090000000000001e-09,2.27e-08,8.570000000000001e-12,2.2399999999999998e-11,1.34e-10,3.59e-11,6.72e-11
12953,ccw,1.1e-09,1.4099999999999999e-09,3.4399999999999997e-09,7e-09,2.3100000000000002e-08,1.06e-12,1.7800000000000003e-11,5.99e-12,7.83e-12,3.01e-11
12954,ccw,1.1199999999999999e-09,1.3900000000000002e-09,3.4600000000000005e-09,7.1400000000000006e-09,2.29e-08,2.77e-12,1.7699999999999998e-11,4.25e-11,8.790000000000001e-11,3.11e-11
12955,ccw,1.0800000000000002e-09,1.4199999999999999e-09,3.6e-09,7.58e-09,2.41e-08,1.97e-11,5.160000000000001e-11,4.0899999999999996e-11,5.879999999999999e-11,2.56e-10
12956,ccw,1.0800000000000002e-09,1.4800000000000003e-09,3.77e-09,7.840000000000001e-09,2.5099999999999996e-08,2.8500000000000002e-11,9.550000000000001e-10,4.1600000000000005e-09,7.59e-09,9.29e-09
12957,ccw,1.7000000000000001e-09,2.1100000000000004e-09,4.44e-09,6.35e-09,1.72e-08,1.33e-12,4.830000000000001e-13,7.159999999999999e-13,9.96e-13,5.32e-12
12958,ccw,1.7000000000000001e-09,2.02e-09,4.28e-09,6.4e-09,1.84e-08,1.85e-11,3.6299999999999994e-11,3.77e-11,4.2899999999999995e-11,8.709999999999999e-11
12959,ccw,1.71e-09,2e-09,4.25e-09,6.33e-09,1.81e-08,3.3799999999999996e-11,4.11e-11,5.74e-11,9.660000000000001e-11,1.6199999999999998e-10
12960,ccw,1.5e-09,1.84e-09,4.05e-09,6.920000000000001e-09,2.18e-08,3.92e-10,3.13e-09,4.6799999999999996e-09,2.99e-09,6.22e-09
12961,ccw,1.4199999999999999e-09,1.6e-09,3.71e-09,7.0400000000000005e-09,2.27e-08,1.19e-12,1.29e-12,4.16e-12,3.3100000000000002e-12,5.7600000000000005e-12
12962,ccw,1.32e-09,1.4699999999999999e-09,3.63e-09,7.45e-09,2.4300000000000003e-08,4.220000000000001e-11,4.589999999999999e-11,4.8799999999999996e-11,1.08e-10,1.28e-10
12963,ccw,1.2800000000000001e-09,1.4300000000000002e-09,3.68e-09,8.11e-09,2.7900000000000002e-08,3.7e-11,4.8300000000000004e-11,5.62e-11,7.41e-11,1.2e-10
12964,ccw,1.26e-09,1.49e-09,3.79e-09,8.48e-09,2.85e-08,7.159999999999999e-11,5.84e-10,2.8600000000000005e-09,1.9199999999999998e-10,2.69e-10
12965,ccw,1.2e-09,1.6699999999999998e-09,4.020000000000001e-09,8.92e-09,2.9500000000000003e-08,2.94e-12,6.64e-10,1.26e-09,1.7399999999999998e-09,2.92e-09
12966,ccw,1.21e-09,1.4300000000000002e-09,3.58e-09,8.370000000000001e-09,2.8300000000000002e-08,6.05e-11,9.45e-11,1.01e-10,1.5800000000000002e-10,1.78e-10
12967,ccw,1.27e-09,1.52e-09,3.75e-09,8.79e-09,2.8700000000000002e-08,1.4500000000000002e-10,1.52e-10,2.12e-10,3.39e-10,6.400000000000001e-10
12968,ccw,1.19e-09,1.4000000000000001e-09,3.6e-09,8.399999999999999e-09,2.7e-08,5.9e-11,8.43e-11,8.47e-11,8.240000000000001e-11,1.01e-10
12969,ccw,1.13e-09,1.3800000000000002e-09,3.4600000000000005e-09,7.9e-09,2.56e-08,2.48e-11,4.7400000000000006e-11,5.03e-11,2.6700000000000002e-11,1.7e-10
12970,ccw,1.13e-09,1.4099999999999999e-09,3.4799999999999996e-09,7.77e-09,2.62e-08,1.0699999999999999e-10,1.88e-10,2.0500000000000002e-10,2.3e-10,2.6e-10
12971,ccw,1.11e-09,1.3800000000000002e-09,3.3399999999999996e-09,7.6e-09,2.5e-08,2.7199999999999997e-11,1.2099999999999999e-11,1.31e-11,4.07e-12,8.039999999999999e-12
12972,ccw,1.1e-09,1.4000000000000001e-09,3.3299999999999995e-09,7.2e-09,2.2999999999999998e-08,6.62e-11,1.0399999999999999e-10,1.23e-10,1.49e-10,3.02e-10
12973,ccw,1.0800000000000002e-09,1.4000000000000001e-09,3.3299999999999995e-09,6.9400000000000004e-09,2.2200000000000004e-08,6.009999999999999e-11,7.68e-11,6.92e-11,6.27e-11,2.17e-10
12974,ccw,1.07e-09,1.3699999999999998e-09,3.3399999999999996e-09,7.03e-09,2.2599999999999997e-08,1.07e-12,3.6000000000000004e-12,4.36e-12,1.4499999999999998e-11,5.4100000000000006e-12
