texture,texture_u
texture,texture_g
texture,texture_r
texture,texture_i
texture,texture_z
psf,lnLStar_u
psf,lnLStar_g
psf,lnLStar_r
psf,lnLStar_i
psf,lnLStar_z
exponential,lnLExp_u
exponential,lnLExp_g
exponential,lnLExp_r
exponential,lnLExp_i
exponential,lnLExp_z
devaucouleurs,lnLDeV_u
devaucouleurs,lnLDeV_g
devaucouleurs,lnLDeV_r
devaucouleurs,lnLDeV_i
devaucouleurs,lnLDeV_z
devaucouleurs,fracDeV_u
devaucouleurs,fracDeV_g
devaucouleurs,fracDeV_r
devaucouleurs,fracDeV_i
devaucouleurs,fracDeV_z
flags,flags_u
flags,flags_g
flags,flags_r
flags,flags_i
flags,flags_z
types,type_u
types,type_g
types,type_r
types,type_i
types,type_z
psf,probPSF_u
psf,probPSF_g
psf,probPSF_r
psf,probPSF_i
psf,probPSF_z
object_info,status
coordinates,ra
coordinates,dec
coordinates,cx
coordinates,cy
coordinates,cz
coordinates,raErr
coordinates,decErr
coordinates,raDecCorr
coordinates,b
coordinates,l
coordinates,offsetRa_u
coordinates,offsetRa_g
coordinates,offsetRa_r
coordinates,offsetRa_i
coordinates,offsetRa_z
coordinates,offsetDec_u
coordinates,offsetDec_g
coordinates,offsetDec_r
coordinates,offsetDec_i
coordinates,offsetDec_z
target,primTarget
target,secTarget
target,seguePrimTarget
target,segueSecTarget
extinction,extinction_u
extinction,extinction_g
extinction,extinction_r
extinction,extinction_i
extinction,extinction_z
object_info,priority
object_info,rho
prof,nProf_u
prof,nProf_g
prof,nProf_r
prof,nProf_i
prof,nProf_z
object_info,loadVersion
object_info,htmID
object_info,fieldID
object_info,parentID
object_info,specObjID
signal,u
signal,g
signal,r
signal,i
signal,z
signal,err_u
signal,err_g
signal,err_r
signal,err_i
signal,err_z
signal,dered_u
signal,dered_g
signal,dered_r
signal,dered_i
signal,dered_z
object_info,ID
