,rotation,nProf_u,nProf_g,nProf_r,nProf_i,nProf_z
6913,cw,10,10,10,10,10
6914,cw,10,9,9,9,9
6915,cw,10,11,10,11,10
6916,cw,11,11,11,11,11
6917,cw,12,12,12,12,12
6918,cw,9,9,9,9,9
6919,cw,10,10,10,10,10
6920,cw,10,10,10,10,10
6921,cw,9,9,9,9,9
6922,cw,10,10,10,10,10
6923,cw,11,10,10,10,10
6924,cw,12,12,12,12,12
6925,cw,11,11,11,11,11
6926,cw,11,11,11,11,11
6927,cw,11,11,11,11,11
6928,cw,10,10,10,10,10
6929,cw,10,10,10,10,10
6930,cw,11,10,10,10,10
6931,cw,11,10,10,10,10
6932,cw,11,11,11,11,11
6933,cw,15,10,9,9,9
6934,cw,11,11,11,11,11
6935,cw,11,11,11,11,11
6936,cw,11,11,11,11,11
6937,cw,10,10,10,10,12
6938,cw,10,10,10,10,10
6939,cw,10,10,10,10,10
6940,cw,11,11,11,11,11
6941,ccw,12,12,12,12,12
6942,ccw,10,10,10,10,10
6943,ccw,11,11,11,11,11
6944,ccw,11,10,10,10,10
6945,ccw,11,11,11,11,11
6946,ccw,11,11,11,11,11
6947,ccw,10,10,10,10,10
6948,ccw,11,11,11,11,11
6949,ccw,11,11,11,11,11
6950,ccw,11,11,11,11,11
6951,ccw,11,11,11,11,11
6952,ccw,10,10,10,10,11
6953,ccw,12,12,12,12,12
6954,ccw,11,10,9,9,9
6955,ccw,11,11,11,11,11
6956,ccw,11,11,11,11,11
6957,ccw,10,10,10,10,10
6958,ccw,11,11,11,11,11
6959,ccw,11,11,11,11,11
6960,ccw,10,10,10,10,10
6961,ccw,11,12,11,11,11
6962,ccw,13,13,13,13,13
6963,ccw,10,10,10,10,10
6964,ccw,11,10,10,10,10
6965,ccw,11,11,11,11,11
6966,ccw,10,10,10,10,10
6967,ccw,11,10,10,10,10
6968,ccw,9,9,9,9,9
6969,ccw,12,12,12,12,12
6970,ccw,15,9,9,10,9
6971,ccw,9,9,9,10,10
6972,ccw,10,10,10,10,10
6973,ccw,10,10,10,10,10
6974,ccw,10,10,10,10,10
6975,ccw,10,10,10,11,10
6976,ccw,11,10,10,11,10
6977,ccw,10,10,10,10,11
6978,ccw,10,10,9,10,9
6979,ccw,10,11,10,10,10
6980,ccw,10,10,10,10,10
6981,ccw,9,10,9,9,9
6982,ccw,11,11,11,11,11
6983,ccw,10,10,10,10,10
6984,ccw,10,10,10,10,10
6985,ccw,9,9,9,10,9
6986,ccw,9,9,9,10,11
6987,ccw,10,10,10,11,11
6988,ccw,10,10,10,10,10
6989,ccw,10,10,10,10,10
6990,ccw,11,11,11,11,11
6991,ccw,10,10,10,10,10
6992,ccw,10,10,10,11,10
6993,ccw,10,10,10,10,10
6994,ccw,10,10,10,11,10
6995,ccw,11,11,11,11,11
6996,ccw,11,9,9,9,9
6997,ccw,11,10,10,10,10
6998,ccw,12,11,11,11,11
6999,ccw,10,11,10,10,10
7000,ccw,9,9,9,9,9
7001,ccw,10,10,10,10,10
7002,ccw,11,11,11,11,11
7003,ccw,11,11,11,11,11
7004,ccw,10,11,10,10,10
7005,ccw,10,10,10,10,10
7006,ccw,11,11,11,11,11
7007,ccw,11,10,10,10,10
7008,ccw,10,10,10,10,10
7009,ccw,9,9,9,9,9
7010,ccw,10,11,10,10,10
7011,ccw,12,12,12,12,12
7012,ccw,10,10,10,10,10
7013,ccw,10,10,10,10,10
7014,ccw,10,10,9,11,9
7015,ccw,11,11,11,11,11
7016,ccw,10,10,10,10,10
7017,ccw,10,10,10,10,10
7018,ccw,10,10,9,10,9
7019,ccw,12,12,12,12,12
7020,ccw,11,11,11,11,11
7021,ccw,10,10,10,10,10
7022,ccw,10,10,10,10,10
7023,ccw,10,10,10,10,10
7024,ccw,10,10,10,10,10
7025,ccw,10,10,10,10,10
7026,ccw,10,10,10,10,10
7027,ccw,11,11,11,11,11
7028,ccw,11,11,11,11,11
7029,ccw,10,10,10,10,10
7030,ccw,10,10,9,9,9
7031,ccw,10,11,10,10,10
7032,ccw,10,9,9,9,9
7033,ccw,9,10,9,10,9
7034,ccw,10,10,10,10,10
7035,ccw,10,10,10,10,10
7036,ccw,10,10,10,10,10
7037,ccw,10,10,10,10,10
7038,ccw,9,11,9,10,10
7039,ccw,10,10,10,10,10
7040,ccw,10,10,10,10,10
7041,ccw,10,10,10,10,10
7042,ccw,11,11,11,11,11
7043,ccw,9,9,9,10,9
7044,ccw,11,11,11,11,11
7045,ccw,10,10,10,10,10
7046,ccw,11,11,11,11,11
7047,ccw,10,10,10,10,10
7048,ccw,12,12,12,12,12
7049,ccw,10,10,10,10,10
7050,ccw,9,9,9,9,9
7051,ccw,11,11,11,11,11
7052,ccw,10,10,10,10,10
7053,ccw,11,11,11,11,11
7054,ccw,10,9,9,10,10
7055,ccw,10,10,10,10,11
7056,ccw,9,10,9,9,10
7057,ccw,11,11,11,11,11
7058,ccw,10,10,10,10,10
7059,ccw,10,10,10,10,10
7060,ccw,11,11,11,11,11
7061,ccw,10,10,10,10,10
7062,ccw,10,10,10,10,10
7063,ccw,9,10,9,10,9
7064,ccw,10,10,10,10,10
7065,ccw,10,10,10,10,10
7066,ccw,10,10,10,10,10
7067,ccw,11,11,11,11,11
7068,ccw,11,11,11,11,11
7069,ccw,11,11,11,11,11
7070,ccw,10,10,10,10,10
7071,ccw,11,11,10,11,10
7072,ccw,10,10,10,10,10
7073,ccw,12,10,10,10,10
7074,ccw,11,11,11,11,11
7075,ccw,11,11,11,11,11
7076,ccw,10,10,10,10,11
7077,ccw,11,11,11,11,11
7078,ccw,12,12,12,12,12
7079,ccw,10,10,10,10,10
7080,ccw,12,12,12,12,12
7081,ccw,9,9,9,9,9
7082,ccw,10,10,10,10,10
7083,ccw,11,11,11,11,11
7084,ccw,12,12,12,12,12
7085,ccw,10,10,10,11,10
7086,ccw,10,10,10,10,10
7087,ccw,10,10,10,10,10
7088,ccw,11,11,11,11,11
7089,ccw,10,10,10,10,10
7090,ccw,10,10,10,10,10
7091,ccw,10,10,10,10,10
7092,ccw,10,11,10,10,10
7093,ccw,10,10,10,10,10
7094,ccw,9,9,9,9,9
7095,ccw,11,11,11,11,11
7096,ccw,12,12,12,12,12
7097,ccw,12,12,10,11,10
7098,ccw,10,10,10,10,10
7099,ccw,10,11,10,11,11
7100,ccw,10,10,10,10,10
7101,ccw,12,12,12,12,12
7102,ccw,11,11,11,11,11
7103,ccw,10,10,10,10,10
7104,ccw,12,12,12,12,12
7105,ccw,11,11,11,11,11
7106,ccw,11,10,10,10,10
7107,ccw,10,10,10,10,10
7108,ccw,10,10,10,10,10
7109,ccw,10,10,10,10,10
7110,ccw,10,10,10,11,10
7111,ccw,11,11,11,11,11
7112,ccw,10,10,10,10,10
7113,ccw,10,10,10,10,10
7114,ccw,9,9,9,9,11
7115,ccw,10,10,10,10,10
7116,ccw,11,11,11,11,11
7117,ccw,11,11,11,11,11
7118,ccw,10,10,10,10,10
7119,ccw,12,12,12,12,12
7120,ccw,12,12,12,12,12
7121,ccw,11,11,11,11,11
7122,ccw,11,11,11,11,11
7123,ccw,11,11,11,11,11
7124,ccw,10,10,10,10,10
7125,ccw,10,10,10,10,10
7126,ccw,11,11,11,11,11
7127,ccw,10,11,10,11,10
7128,ccw,10,10,10,10,10
7129,ccw,10,10,10,11,10
7130,ccw,9,9,9,9,9
7131,ccw,10,10,10,10,10
7132,ccw,11,11,11,11,11
7133,ccw,10,10,10,10,10
7134,ccw,12,12,12,12,12
7135,ccw,11,11,11,11,11
7136,ccw,10,11,10,10,10
7137,ccw,10,10,10,10,10
7138,ccw,10,10,10,11,10
7139,ccw,10,10,10,11,10
7140,ccw,10,10,10,10,10
7141,ccw,12,10,10,10,10
7142,ccw,10,10,10,10,10
7143,ccw,10,10,10,10,10
7144,ccw,11,11,11,11,11
7145,ccw,10,11,10,11,10
7146,ccw,11,11,11,11,11
7147,ccw,10,10,10,10,10
7148,ccw,10,10,10,11,10
7149,ccw,11,11,11,11,11
7150,ccw,10,10,10,10,10
7151,ccw,11,9,9,10,9
7152,ccw,11,11,11,11,11
7153,ccw,11,11,11,11,11
7154,ccw,13,10,10,11,11
7155,ccw,10,10,10,10,10
7156,ccw,12,12,12,12,12
7157,ccw,11,11,11,11,11
7158,ccw,10,10,10,10,10
7159,ccw,10,10,10,10,10
7160,ccw,10,10,10,10,10
7161,ccw,10,11,10,10,10
7162,ccw,10,10,10,11,10
7163,ccw,9,9,9,10,9
7164,ccw,10,10,10,10,10
7165,ccw,11,11,11,11,11
7166,ccw,10,10,10,10,10
7167,ccw,10,10,10,10,10
7168,ccw,10,10,10,10,10
7169,ccw,11,11,11,11,11
7170,ccw,11,11,11,11,11
7171,ccw,10,11,10,10,10
7172,ccw,10,10,10,10,10
7173,ccw,9,9,9,10,10
7174,ccw,10,10,10,10,10
7175,ccw,10,10,10,10,10
7176,ccw,11,10,10,10,10
7177,ccw,10,10,10,10,10
7178,ccw,10,9,9,9,10
7179,ccw,10,10,10,11,11
7180,ccw,11,10,10,10,10
7181,ccw,10,10,10,10,10
7182,ccw,12,12,12,12,12
7183,ccw,9,9,9,9,9
7184,ccw,10,10,10,10,10
7185,ccw,9,9,9,9,9
7186,ccw,12,11,11,11,11
7187,ccw,11,11,11,11,11
7188,ccw,10,10,10,10,10
7189,ccw,10,11,10,11,10
7190,ccw,10,11,10,10,10
7191,ccw,10,10,10,10,10
7192,ccw,12,12,12,12,12
7193,ccw,11,11,11,11,11
7194,ccw,11,11,11,11,11
7195,ccw,10,10,10,10,10
7196,ccw,10,10,10,10,10
7197,ccw,11,11,11,11,11
7198,ccw,11,11,11,11,11
7199,ccw,10,10,10,10,10
7200,ccw,11,11,11,11,11
7201,ccw,11,10,10,10,11
7202,ccw,10,10,10,10,10
7203,ccw,11,11,11,11,11
7204,ccw,10,10,10,10,10
7205,ccw,11,11,11,11,11
7206,ccw,10,11,10,10,10
7207,ccw,11,11,11,11,11
7208,ccw,10,10,10,10,10
7209,ccw,10,10,10,10,10
7210,ccw,11,11,11,11,11
7211,ccw,11,11,11,11,11
7212,ccw,11,11,11,11,11
7213,ccw,11,11,11,11,11
7214,ccw,10,10,10,10,10
7215,ccw,10,10,10,10,11
7216,ccw,11,11,11,11,11
7217,ccw,10,9,9,10,11
7218,ccw,10,10,10,10,10
7219,ccw,11,11,11,11,11
7220,ccw,12,12,12,12,12
7221,ccw,10,10,10,10,10
7222,ccw,10,10,10,10,10
7223,ccw,12,10,10,10,10
7224,ccw,11,11,11,11,11
7225,ccw,11,12,11,11,11
7226,ccw,9,9,9,9,9
7227,ccw,9,9,9,9,9
7228,ccw,10,10,10,10,10
7229,ccw,10,10,10,10,10
7230,ccw,11,11,11,11,11
7231,ccw,11,11,11,11,11
7232,ccw,10,10,10,10,10
7233,ccw,12,12,12,12,12
7234,ccw,11,10,10,10,10
7235,ccw,10,10,10,10,10
7236,ccw,11,10,10,10,10
7237,ccw,10,10,9,9,10
7238,ccw,10,10,10,10,10
7239,ccw,9,10,9,10,9
7240,ccw,9,9,9,9,10
7241,ccw,10,10,10,10,10
7242,ccw,11,11,11,11,11
7243,ccw,10,10,10,10,10
7244,ccw,10,10,10,10,10
7245,ccw,10,11,10,11,10
7246,ccw,12,12,12,12,12
7247,ccw,11,11,11,11,11
7248,ccw,10,10,10,10,10
7249,ccw,10,10,10,11,10
7250,ccw,13,13,13,13,13
7251,ccw,9,9,9,10,9
7252,ccw,11,11,11,11,11
7253,ccw,10,10,10,10,10
7254,ccw,12,12,12,12,12
7255,ccw,10,10,10,10,11
7256,ccw,10,10,10,10,10
7257,ccw,10,10,10,10,10
7258,ccw,11,11,11,11,11
7259,ccw,10,10,10,10,10
7260,ccw,10,10,10,10,10
7261,ccw,9,9,9,9,10
7262,ccw,11,11,11,11,11
7263,ccw,11,11,11,11,11
7264,ccw,11,10,10,11,10
7265,ccw,10,10,10,10,10
7266,ccw,9,10,9,9,9
7267,ccw,10,11,10,10,10
7268,ccw,10,10,10,10,10
7269,ccw,11,11,11,11,11
7270,ccw,11,11,11,11,11
7271,ccw,10,10,10,10,10
7272,ccw,10,10,10,10,10
7273,ccw,12,10,10,10,10
7274,ccw,10,10,10,10,10
7275,ccw,11,11,11,11,11
7276,ccw,9,9,9,9,9
7277,ccw,13,13,13,13,13
7278,ccw,11,11,11,11,11
7279,ccw,11,11,11,11,11
7280,ccw,10,10,10,10,10
7281,ccw,10,10,10,10,10
7282,ccw,10,10,10,10,10
7283,ccw,11,10,10,10,10
7284,ccw,9,9,9,9,10
7285,ccw,10,10,10,10,10
7286,ccw,10,10,10,10,11
7287,ccw,10,10,10,10,10
7288,ccw,10,10,10,10,10
7289,ccw,10,10,10,10,10
7290,ccw,10,10,10,10,10
7291,ccw,10,10,10,10,11
7292,ccw,9,10,9,9,9
7293,ccw,11,11,10,10,10
7294,ccw,10,10,10,10,10
7295,ccw,10,10,10,10,10
7296,ccw,9,9,9,10,10
7297,ccw,11,11,11,11,11
7298,ccw,11,11,11,11,11
7299,ccw,10,10,10,10,10
7300,ccw,10,10,10,11,10
7301,ccw,11,10,10,10,10
7302,ccw,11,11,11,11,11
7303,ccw,12,12,12,12,12
7304,ccw,10,10,10,10,10
7305,ccw,11,11,11,11,11
7306,ccw,10,10,10,10,10
7307,ccw,10,10,10,10,10
7308,ccw,10,10,10,10,10
7309,ccw,10,11,10,10,10
7310,ccw,10,10,10,10,10
7311,ccw,10,10,10,11,10
7312,ccw,10,10,10,10,10
7313,ccw,10,10,10,10,10
7314,ccw,10,10,10,10,10
7315,ccw,11,11,11,11,11
7316,ccw,11,11,11,11,11
7317,ccw,9,10,9,9,9
7318,ccw,10,10,10,10,10
7319,ccw,12,12,12,12,12
7320,ccw,10,10,10,10,10
7321,ccw,9,9,9,11,9
7322,ccw,11,11,11,11,11
7323,ccw,11,11,11,11,11
7324,ccw,10,10,10,10,10
7325,ccw,9,10,9,9,10
7326,ccw,10,10,10,10,10
7327,ccw,10,10,10,10,10
7328,ccw,11,12,11,11,11
7329,ccw,11,11,11,11,11
7330,ccw,10,10,10,10,10
7331,ccw,10,10,10,10,10
7332,ccw,10,10,10,10,10
7333,ccw,9,9,9,9,9
7334,ccw,10,10,10,11,10
7335,ccw,11,11,11,11,11
7336,ccw,10,10,10,10,10
7337,ccw,12,12,12,12,12
7338,ccw,11,11,11,11,11
7339,ccw,10,10,9,10,11
7340,ccw,10,10,9,9,9
7341,ccw,10,11,10,10,10
7342,ccw,10,10,10,10,10
7343,ccw,11,11,11,11,11
7344,ccw,11,10,10,10,10
7345,ccw,11,11,11,11,11
7346,ccw,10,11,10,11,10
7347,ccw,13,13,13,13,13
7348,ccw,11,11,11,11,11
7349,ccw,10,10,10,10,10
7350,ccw,12,12,12,12,12
7351,ccw,11,11,11,11,11
7352,ccw,10,10,10,10,10
7353,ccw,10,10,10,10,10
7354,ccw,10,10,10,10,10
7355,ccw,10,10,10,10,10
7356,ccw,10,10,10,10,11
7357,ccw,10,10,10,10,10
7358,ccw,10,10,10,10,10
7359,ccw,10,10,10,10,10
7360,ccw,9,9,9,9,10
7361,ccw,12,12,12,12,12
7362,ccw,9,9,9,9,9
7363,ccw,10,10,10,10,10
7364,ccw,11,11,11,11,11
7365,ccw,11,11,11,11,11
7366,ccw,11,10,10,10,10
7367,ccw,10,10,10,10,10
7368,ccw,9,10,9,10,9
7369,ccw,11,11,11,11,11
7370,ccw,11,11,11,11,11
7371,ccw,11,11,11,11,11
7372,ccw,11,11,11,11,11
7373,ccw,10,10,10,10,10
7374,ccw,11,11,11,11,11
7375,ccw,11,11,11,11,11
7376,ccw,10,10,10,10,11
7377,ccw,12,12,12,12,12
7378,ccw,11,11,11,11,11
7379,ccw,11,10,10,10,10
7380,ccw,10,10,10,10,10
7381,ccw,10,11,10,10,10
7382,ccw,11,11,11,11,11
7383,ccw,12,12,12,12,12
7384,ccw,11,11,11,11,11
7385,ccw,10,10,10,10,10
7386,ccw,10,10,10,10,10
7387,ccw,10,10,10,10,10
7388,ccw,11,11,11,11,11
7389,ccw,10,10,10,10,10
7390,ccw,12,12,12,12,12
7391,ccw,11,10,10,10,10
7392,ccw,11,11,11,11,11
7393,ccw,10,10,10,10,10
7394,ccw,13,13,13,13,13
7395,ccw,12,12,12,12,12
7396,ccw,11,11,11,11,11
7397,ccw,11,11,11,11,11
7398,ccw,10,10,10,11,11
7399,ccw,10,10,10,10,10
7400,ccw,12,12,12,12,12
7401,ccw,9,9,9,9,9
7402,ccw,11,11,11,11,11
7403,ccw,10,10,10,10,11
7404,ccw,10,10,10,10,10
7405,ccw,9,9,9,9,9
7406,ccw,9,9,9,10,9
7407,ccw,9,9,9,11,9
7408,ccw,11,11,11,11,11
7409,ccw,10,10,10,10,10
7410,ccw,10,11,9,10,9
7411,ccw,10,10,10,10,10
7412,ccw,11,11,11,11,11
7413,ccw,11,11,11,11,11
7414,ccw,10,10,10,10,10
7415,ccw,10,9,9,9,9
7416,ccw,10,10,10,10,10
7417,ccw,10,10,10,10,10
7418,ccw,10,11,10,10,10
7419,ccw,11,11,11,11,11
7420,ccw,10,10,10,10,10
7421,ccw,10,10,10,10,10
7422,ccw,11,11,11,11,11
7423,ccw,10,10,10,11,10
7424,ccw,10,11,10,10,10
7425,ccw,11,11,11,11,11
7426,ccw,10,10,10,11,10
7427,ccw,12,12,12,12,12
7428,ccw,11,11,11,11,11
7429,ccw,10,10,10,10,10
7430,ccw,11,11,11,11,11
7431,ccw,11,11,11,11,11
7432,ccw,11,11,11,11,11
7433,ccw,10,10,10,10,10
7434,ccw,11,11,11,11,11
7435,ccw,10,10,10,10,10
7436,ccw,11,11,11,11,11
7437,ccw,9,9,9,9,10
7438,ccw,10,10,10,10,10
7439,ccw,11,11,11,11,11
7440,ccw,11,11,11,11,11
7441,ccw,10,10,10,10,10
7442,ccw,10,10,10,10,10
7443,ccw,12,12,12,12,12
7444,ccw,10,10,10,10,10
7445,ccw,11,11,11,11,11
7446,ccw,10,10,10,10,10
7447,ccw,10,10,10,10,10
7448,ccw,9,10,9,9,9
7449,ccw,9,9,9,10,9
7450,ccw,10,10,10,10,11
7451,ccw,11,11,11,11,11
7452,ccw,10,10,10,10,10
7453,ccw,10,10,10,10,11
7454,ccw,10,10,10,10,10
7455,ccw,10,10,10,10,10
7456,ccw,10,11,9,10,9
7457,ccw,10,10,10,10,11
7458,ccw,10,10,10,10,10
7459,ccw,10,10,10,11,10
7460,ccw,11,11,11,11,11
7461,ccw,10,10,10,10,10
7462,ccw,11,11,11,11,11
7463,ccw,10,10,10,10,10
7464,ccw,9,10,9,9,9
7465,ccw,10,10,10,10,10
7466,ccw,10,11,10,10,10
7467,ccw,10,10,10,10,10
7468,ccw,10,10,10,10,10
7469,ccw,9,9,9,9,9
7470,ccw,10,10,10,10,10
7471,ccw,11,10,10,10,10
7472,ccw,10,10,10,10,10
7473,ccw,11,11,11,11,11
7474,ccw,10,10,10,10,10
7475,ccw,11,11,11,11,11
7476,ccw,10,10,10,10,10
7477,ccw,10,10,10,10,10
7478,ccw,9,9,9,9,9
7479,ccw,10,11,10,10,11
7480,ccw,11,11,11,11,11
7481,ccw,10,10,10,10,10
7482,ccw,11,10,10,10,10
7483,ccw,10,10,10,10,10
7484,ccw,13,13,13,13,13
7485,ccw,10,10,10,10,11
7486,ccw,10,11,10,11,10
7487,ccw,11,11,11,11,11
7488,ccw,10,10,10,10,10
7489,ccw,10,11,10,11,10
7490,ccw,11,11,11,11,11
7491,ccw,10,10,10,10,10
7492,ccw,12,12,12,12,12
7493,ccw,11,11,11,11,11
7494,ccw,10,10,10,10,10
7495,ccw,10,10,10,10,10
7496,ccw,12,10,10,10,10
7497,ccw,11,11,11,11,11
7498,ccw,10,10,10,10,10
7499,ccw,12,12,12,12,12
7500,ccw,11,10,10,10,10
7501,ccw,10,10,10,11,11
7502,ccw,10,10,9,9,9
7503,ccw,11,11,11,11,11
7504,ccw,10,10,10,10,10
7505,ccw,10,10,10,10,10
7506,ccw,11,11,11,11,11
7507,ccw,9,10,9,10,9
7508,ccw,10,10,10,10,10
7509,ccw,10,10,10,10,10
7510,ccw,10,10,9,9,9
7511,ccw,10,10,10,10,10
7512,ccw,11,11,11,11,11
7513,ccw,10,10,10,10,10
7514,ccw,9,11,9,10,9
7515,ccw,10,10,10,10,10
7516,ccw,10,10,10,10,10
7517,ccw,10,10,10,10,10
7518,ccw,11,11,11,11,11
7519,ccw,10,10,10,10,10
7520,ccw,10,10,10,10,10
7521,ccw,10,11,10,10,10
7522,ccw,10,11,10,10,10
7523,ccw,10,10,10,10,10
7524,ccw,12,12,12,12,12
7525,ccw,10,11,10,10,10
7526,ccw,9,9,9,11,9
7527,ccw,10,10,10,10,10
7528,ccw,10,10,10,10,11
7529,ccw,11,11,11,11,11
7530,ccw,11,10,10,10,11
7531,ccw,11,11,11,11,11
7532,ccw,10,10,10,10,10
7533,ccw,9,10,9,9,10
7534,ccw,11,11,11,11,11
7535,ccw,9,9,9,9,10
7536,ccw,9,9,9,10,9
7537,ccw,10,10,10,10,10
7538,ccw,10,11,10,10,10
7539,ccw,12,12,12,12,12
7540,ccw,10,10,10,10,10
7541,ccw,11,11,11,11,11
7542,ccw,11,11,11,11,11
7543,ccw,10,10,10,10,10
7544,ccw,11,10,10,10,10
7545,ccw,10,10,10,10,10
7546,ccw,11,11,11,11,11
7547,ccw,12,12,12,12,12
7548,ccw,10,10,10,10,11
7549,ccw,11,11,11,11,11
7550,ccw,10,10,10,10,10
7551,ccw,9,10,9,9,11
7552,ccw,10,10,9,10,10
7553,ccw,10,10,10,10,10
7554,ccw,10,11,10,10,10
7555,ccw,10,10,10,10,11
7556,ccw,11,11,11,11,11
7557,ccw,10,10,10,10,10
7558,ccw,13,13,13,13,13
7559,ccw,10,10,10,10,10
7560,ccw,10,10,10,10,10
7561,ccw,10,10,10,10,10
7562,ccw,10,10,10,10,10
7563,ccw,11,11,11,11,11
7564,ccw,10,10,10,10,10
7565,ccw,10,10,10,10,10
7566,ccw,10,9,9,9,9
7567,ccw,10,10,10,10,10
7568,ccw,11,11,11,11,11
7569,ccw,12,10,10,10,10
7570,ccw,10,10,10,10,10
7571,ccw,10,10,10,10,10
7572,ccw,10,10,10,10,10
7573,ccw,11,11,11,11,11
7574,ccw,12,12,12,12,12
7575,ccw,11,11,11,11,11
7576,ccw,11,11,11,11,11
7577,ccw,11,11,11,11,11
7578,ccw,10,10,10,10,10
7579,ccw,11,11,11,11,11
7580,ccw,11,11,11,11,11
7581,ccw,10,10,10,10,10
7582,ccw,10,10,10,10,10
7583,ccw,11,11,11,11,11
7584,ccw,11,11,11,11,11
7585,ccw,10,10,10,10,10
7586,ccw,11,11,11,11,11
7587,ccw,11,11,11,11,11
7588,ccw,10,10,10,10,10
7589,ccw,10,10,10,11,10
7590,ccw,11,11,11,11,11
7591,ccw,11,11,11,11,11
7592,ccw,13,13,13,13,13
7593,ccw,11,10,10,11,10
7594,ccw,11,11,11,11,11
7595,ccw,11,10,10,11,10
7596,ccw,11,12,11,11,11
7597,ccw,11,11,11,11,11
7598,ccw,10,10,10,10,10
7599,ccw,9,9,9,9,9
7600,ccw,11,11,11,11,11
7601,ccw,11,11,11,11,11
7602,ccw,11,11,11,11,11
7603,ccw,10,10,10,10,10
7604,ccw,12,12,12,12,12
7605,ccw,10,10,10,10,10
7606,ccw,9,9,9,9,9
7607,ccw,10,10,10,10,10
7608,ccw,12,12,12,12,12
7609,ccw,11,11,11,11,11
7610,ccw,10,10,10,11,10
7611,ccw,10,10,10,10,10
7612,ccw,11,11,11,11,11
7613,ccw,10,10,10,10,10
7614,ccw,10,10,10,10,10
7615,ccw,12,12,12,12,12
7616,ccw,10,10,10,10,10
7617,ccw,10,10,10,10,10
7618,ccw,10,10,10,10,10
7619,ccw,12,12,12,12,12
7620,ccw,10,10,10,10,10
7621,ccw,12,12,12,12,12
7622,ccw,10,10,10,10,10
7623,ccw,10,10,9,9,10
7624,ccw,10,11,10,10,10
7625,ccw,11,11,11,11,11
7626,ccw,10,10,10,10,10
7627,ccw,10,10,10,10,10
7628,ccw,10,10,10,10,10
7629,ccw,10,10,10,10,10
7630,ccw,11,11,11,11,11
7631,ccw,11,11,11,11,11
7632,ccw,10,11,9,10,9
7633,ccw,11,11,11,11,11
7634,ccw,9,10,9,9,9
7635,ccw,11,11,11,11,11
7636,ccw,11,11,11,11,11
7637,ccw,10,10,10,10,10
7638,ccw,10,10,10,10,10
7639,ccw,10,11,10,10,10
7640,ccw,11,10,10,10,10
7641,ccw,11,11,11,11,11
7642,ccw,10,10,10,10,10
7643,ccw,11,11,11,11,11
7644,ccw,11,11,11,11,11
7645,ccw,10,10,10,10,10
7646,ccw,11,11,11,11,11
7647,ccw,11,11,11,11,11
7648,ccw,10,10,10,11,10
7649,ccw,10,10,10,10,10
7650,ccw,10,10,10,10,10
7651,ccw,9,10,9,9,9
7652,ccw,10,10,10,10,10
7653,ccw,10,10,10,10,10
7654,ccw,10,10,10,10,10
7655,ccw,9,9,9,10,9
7656,ccw,10,10,10,10,10
7657,ccw,10,10,10,10,10
7658,ccw,11,10,10,10,11
7659,ccw,10,10,10,10,10
7660,ccw,12,12,12,12,12
7661,ccw,11,11,11,11,11
7662,ccw,10,10,10,10,10
7663,ccw,10,10,10,10,10
7664,ccw,10,10,10,10,10
7665,ccw,11,11,11,11,11
7666,ccw,11,11,11,11,11
7667,ccw,10,9,9,9,9
7668,ccw,10,10,10,10,10
7669,ccw,10,10,10,10,10
7670,ccw,12,12,12,12,12
7671,ccw,11,11,11,11,11
7672,ccw,10,10,10,10,10
7673,ccw,10,10,10,10,10
7674,ccw,11,11,11,11,11
7675,ccw,10,10,10,11,11
7676,ccw,11,11,11,11,11
7677,ccw,10,9,9,9,9
7678,ccw,12,12,12,12,12
7679,ccw,10,10,10,10,10
7680,ccw,10,11,10,10,10
7681,ccw,12,12,12,12,12
7682,ccw,11,11,11,11,11
7683,ccw,10,10,10,10,10
7684,ccw,10,10,10,10,10
7685,ccw,10,11,10,11,10
7686,ccw,10,10,10,10,10
7687,ccw,10,10,10,10,10
7688,ccw,11,11,11,11,11
7689,ccw,11,10,10,11,10
7690,ccw,11,11,11,11,11
7691,ccw,10,11,10,10,10
7692,ccw,9,9,9,9,9
7693,ccw,12,12,12,12,12
7694,ccw,10,11,10,10,10
7695,ccw,11,11,11,11,11
7696,ccw,11,11,11,11,11
7697,ccw,10,10,10,10,10
7698,ccw,11,11,11,11,11
7699,ccw,11,11,11,11,11
7700,ccw,10,10,10,10,10
7701,ccw,12,12,12,12,12
7702,ccw,11,11,11,11,11
7703,ccw,10,10,10,10,11
7704,ccw,10,10,10,10,10
7705,ccw,10,10,10,10,10
7706,ccw,11,11,11,11,11
7707,ccw,11,11,11,11,11
7708,ccw,11,11,11,11,11
7709,ccw,11,11,11,11,11
7710,ccw,10,10,10,10,10
7711,ccw,11,11,11,11,11
7712,ccw,10,10,10,10,10
7713,ccw,10,10,10,10,10
7714,ccw,11,11,11,11,11
7715,ccw,11,11,11,11,11
7716,ccw,10,10,10,10,10
7717,ccw,9,9,9,9,9
7718,ccw,11,11,11,11,11
7719,ccw,11,11,11,11,11
7720,ccw,11,10,10,10,10
7721,ccw,10,10,10,10,10
7722,ccw,9,10,9,9,9
7723,ccw,10,10,10,10,10
7724,ccw,11,10,9,10,9
7725,ccw,10,10,10,10,10
7726,ccw,11,11,11,11,11
7727,ccw,10,10,10,10,10
7728,ccw,11,11,11,11,11
7729,ccw,11,11,11,11,11
7730,ccw,11,11,11,11,11
7731,ccw,11,11,11,11,11
7732,ccw,11,11,11,11,11
7733,ccw,10,10,10,10,10
7734,ccw,11,11,11,11,12
7735,ccw,11,11,11,11,11
